quote_author_handle,quote_author_category,quote_posted_at,quote_tweet_id,quote_tweet_url,quote_text,core_handle,core_posted_at,quoted_core_tweet_id,core_tweet_url,core_text,core_media_ids,core_media_types,core_release_asset_urls,core_quote_count
CBP,core,2025-08-12T17:22:35.000Z,1955319013963174108,https://x.com/CBP/status/1955319013963174108,https://x.com/rapidresponse47/status/1955318375321620732?s=46,RapidResponse47,2025-08-12T17:20:03.000Z,1955318375321620732,https://x.com/RapidResponse47/status/1955318375321620732,"🚨 @PressSec: ""According to brand new numbers released this morning from @CBP, illegal crossings have fallen to all-time lows once again."" https://t.co/wpVcAcIazP",13_1955317757320351744,video,,9
CBP,core,2025-08-19T14:15:13.000Z,1957808575474028773,https://x.com/CBP/status/1957808575474028773,https://x.com/USBPChief/status/1957593517296845118,USBPChief,2025-08-19T00:00:39.000Z,1957593517296845118,https://x.com/USBPChief/status/1957593517296845118,"SMUGGLER SENTENCED!

A U.S. Citizen was recently prosecuted in South Texas for Alien Smuggling (8 U.S.C. 1324). This smuggler has operated for years with total reckless disregard for human life. He has been sentenced to 4 years' confinement and 3 years of supervised release. We are dismantling criminal organizations one smuggler at a time. Consequences will be delivered.",3_1957593511575826432 3_1957593511592660998,photo photo, ,13
CBP,core,2025-08-19T14:30:19.000Z,1957812376889143551,https://x.com/CBP/status/1957812376889143551,"All who compromise the safety of our officers will be held accountable.
https://x.com/OFOEAC/status/1957563366026666225",OFOEAC,2025-08-18T22:00:50.000Z,1957563366026666225,https://x.com/OFOEAC/status/1957563366026666225,"At the Del Rio International Bridge, @DFOLaredo CBP officers detained a male U.S. citizen after he assaulted officers and attempted to impede an inspection. #OFOProud🇺🇸 More info ➡️https://go.dhs.gov/i5u https://t.co/LyOpFMGR85",3_1957563363120017411,photo,,1
CBP,core,2025-08-19T15:15:15.000Z,1957823684774695247,https://x.com/CBP/status/1957823684774695247,https://x.com/CMDROpAtLargeCA/status/1957519950429716962,USBPChiefELC,2025-08-18T19:08:19.000Z,1957519950429716962,https://x.com/USBPChiefELC/status/1957519950429716962,"Who knew that part of a standard “tool kit” for day laborers at hardware stores is a firearm?!🤯

This illegal alien from Mexico was arrested in Los Angeles, CA. He was previously arrested in L.A. for carrying a firearm in a public place. L.A. gave him a WHOPPING 12 days in jail on this misdemeanor charge. Unfortunately for him, illegal aliens who carry firearms earn felony federal charges.

Now he gets to go back to his home country to think about his decisions to enter our country illegally and unlawfully carry firearms.

Arrest Date: 08/12/2025

#DHS #CBP #USBP #BorderPatrol #OpAtLarge",3_1957519944662544390,photo,,17
CBP,core,2025-08-19T16:45:13.000Z,1957846326143492543,https://x.com/CBP/status/1957846326143492543,https://x.com/USBPChief/status/1957570835134443616,USBPChief,2025-08-18T22:30:31.000Z,1957570835134443616,https://x.com/USBPChief/status/1957570835134443616,From borderlands to boulevards. Operation: Make DC Safe Again! https://t.co/X5flUmcWva,13_1957570730159153153,video,,8
CBP,core,2025-08-19T17:45:13.000Z,1957861422848696540,https://x.com/CBP/status/1957861422848696540,https://x.com/DHSgov/status/1957532514311950785,DHSgov,2025-08-18T19:58:15.000Z,1957532514311950785,https://x.com/DHSgov/status/1957532514311950785,"Bye-bye 👋

Here illegally? Book your one-way ticket home on the CBP HOME app today!

http://DHS.gov/CBPhome",,,,28
CBP,core,2025-08-19T17:48:58.000Z,1957862365954773029,https://x.com/CBP/status/1957862365954773029,https://x.com/cbpcommissioner/status/1957861779263942734?s=46,CBPCommissioner,2025-08-19T17:46:38.000Z,1957861779263942734,https://x.com/CBPCommissioner/status/1957861779263942734,"This week I met with Border Patrol agents and other CBP staff at the wall here in San Diego, where I served as Chief Patrol Agent. It’s great to see all the progress made since.  The border wall is a first line of defense that gives our agents a stronger ability to respond to illegal crossings. We will finish the wall and keep America safe.",3_1957861763522662400 3_1957861763577208833 3_1957861763552002048 3_1957861763430436864,photo photo photo photo,https://github.com/vidproject/x/releases/download/media-CBPCommissioner/3_1957861763522662400.jpg https://github.com/vidproject/x/releases/download/media-CBPCommissioner/3_1957861763577208833.jpg https://github.com/vidproject/x/releases/download/media-CBPCommissioner/3_1957861763552002048.jpg https://github.com/vidproject/x/releases/download/media-CBPCommissioner/3_1957861763430436864.jpg,3
CBP,core,2025-08-26T14:30:35.000Z,1960349157538898333,https://x.com/CBP/status/1960349157538898333,https://x.com/CMDROpAtLargeCA/status/1959991599347417122,USBPChiefELC,2025-08-25T14:49:46.000Z,1959991599347417122,https://x.com/USBPChiefELC/status/1959991599347417122,"Q: What could be worse than an illegal alien in the United States?🤔

A: A criminal illegal alien with an active INTERPOL Red Notice from Guatemala for child rape and child pornography in the United States.

But now that he’s been arrested in Fontana, CA by Operation At Large, he won’t be living here freely and posing a threat to our communities anymore.

Arrest Date: 08/08/2025

#CBP #DHS #USBP #BorderPatrol #OpAtLarge #INTERPOL #RedNotice",3_1959991594901520384,photo,,40
CBP,core,2025-09-08T17:08:02.000Z,1965099823356367137,https://x.com/CBP/status/1965099823356367137,https://x.com/dhsgov/status/1965096915319902465?s=46,DHSgov,2025-09-08T16:56:29.000Z,1965096915319902465,https://x.com/DHSgov/status/1965096915319902465,"DHS law enforcement will continue to FLOOD THE ZONE in Los Angeles.

This decision is a victory for the safety of Americans in California and for the rule of law. DHS will continue to arrest and remove the criminal illegal aliens that @MayorOfLA is protecting. https://t.co/j0No0E9wnM",3_1965096911725117440,photo,https://github.com/vidproject/x/releases/download/media-DHSgov-0004/3_1965096911725117440.jpg,110
CBP,core,2025-09-15T17:50:11.000Z,1967647147349688321,https://x.com/CBP/status/1967647147349688321,"Almost 5k lbs of cocaine is just one seizure. Lets go @CBPAMO!

https://x.com/CBPAMO/status/1967621237267681595",CBPAMO,2025-09-15T16:07:14.000Z,1967621237267681595,https://x.com/CBPAMO/status/1967621237267681595,"🚨MASSIVE HIT! On Sept 10, an AMO P-3 aircrew spotted a surface target of interest in the Source and Transit zone of the Eastern Pacific Ocean. The aircrew tracked and handed off the target vessel to a federal partner for the interdiction. 3 suspects taken into custody and a staggering 4,778 lbs. of cocaine seized! Daily operations like this showcase our unwavering commitment to combatting drug trafficking and protecting America!",3_1967620507898884096,photo,https://github.com/vidproject/x/releases/download/media-CBPAMO/3_1967620507898884096.jpg,4
CBP,core,2025-09-15T20:08:44.000Z,1967682012853964853,https://x.com/CBP/status/1967682012853964853,https://x.com/presssec/status/1967675356753825953?s=46,PressSec,2025-09-15T19:42:17.000Z,1967675356753825953,https://x.com/PressSec/status/1967675356753825953,"""U.S. Customs and Border Protection is actively seeking dedicated individuals to join its ranks and contribute to safeguarding the nation's borders, enforcing legitimate trade and travel, and protecting the American people.""

https://www.cbp.gov/newsroom/national-media-release/cbp-filling-critical-roles-significant-incentives-available",,,,3
CBP,core,2025-09-16T12:01:42.000Z,1967921837586735177,https://x.com/CBP/status/1967921837586735177,https://x.com/USBPChief/status/1967568609905172845,USBPChief,2025-09-15T12:38:06.000Z,1967568609905172845,https://x.com/USBPChief/status/1967568609905172845,"Since 1924, Border Patrol has defended America’s frontlines. History has tested us but never broken us. One mission drives us forward, a secure border. We will continue to detect, apprehend, prosecute, and remove anyone who attempts to enter our country illegally. The border is closed.",13_1967568535606976513,video,,3
CBP,core,2025-09-21T22:15:11.000Z,1969888163943354534,https://x.com/CBP/status/1969888163943354534,https://x.com/CBPJobs/status/1969069554866249905,CBPJobs,2025-09-19T16:02:20.000Z,1969069554866249905,https://x.com/CBPJobs/status/1969069554866249905,"Are you seeking a legal career with purpose?

Join CBP’s Office of the Chief Counsel (OCC) as a General Attorney in Seattle or Blaine, WA. Work on high-profile matters and make every day count.

Apply here: http://go.dhs.gov/iMM

#CBPCareers #AttorneyJobs https://t.co/BfJKawNhbl",3_1969069550214709248,photo,https://github.com/vidproject/x/releases/download/media-CBPJobs/3_1969069550214709248.jpg,1
CBP,core,2025-09-22T15:47:50.000Z,1970153069586350570,https://x.com/CBP/status/1970153069586350570,https://x.com/cmdropatlargeca/status/1970138845615362125?s=46,USBPChiefELC,2025-09-22T14:51:18.000Z,1970138845615362125,https://x.com/USBPChiefELC/status/1970138845615362125,"Reckless rhetoric by elected officials only emboldens violence against law enforcement officers. Assaults on our agents will have legal consequences.

#USBP #DHS #CBP #OpMidwayBlitz https://t.co/cCFj5Xi8T0",13_1970138496578072577,video,,9
CBP,core,2025-09-23T14:11:58.000Z,1970491332410900542,https://x.com/CBP/status/1970491332410900542,https://x.com/usbpchief/status/1970477814634758336?s=46,USBPChief,2025-09-23T13:18:15.000Z,1970477814634758336,https://x.com/USBPChief/status/1970477814634758336,"Nearly 1,000 law enforcement partners mobilized to ensure the safety and security of over 90,000 people in attendance at the Charlie Kirk memorial event in Glendale, AZ.
This event is a great reflection of our unity and determination to keeping our communities safe. https://t.co/e27d7gvWyJ",13_1970477712536924160,video,,14
CBP,core,2025-09-29T15:48:05.000Z,1972689849757884652,https://x.com/CBP/status/1972689849757884652,https://x.com/presssec/status/1972654477493539166?s=46,PressSec,2025-09-29T13:27:32.000Z,1972654477493539166,https://x.com/PressSec/status/1972654477493539166,"Trump vows Border Patrol agents ‘will take no nonsense’ as feds march into downtown Chicago

https://nypost.com/2025/09/29/us-news/trump-vows-border-patrol-agents-will-take-no-nonsense-as-feds-march-into-downtown-chicago/",,,,28
CBP,core,2025-09-29T18:58:05.000Z,1972737664865464331,https://x.com/CBP/status/1972737664865464331,https://x.com/cmdropatlargeca/status/1972733132295283050?s=46,USBPChiefELC,2025-09-29T18:40:05.000Z,1972733132295283050,https://x.com/USBPChiefELC/status/1972733132295283050,"Play stupid games. Win federal prizes.

Wave your signs, chant your slogans, hurl your verbal insults, and exercise your First Amendment rights— we’ll protect that. Lay a finger on our agents, impede our mission, endanger those in our custody and we have a front row seat for you to our justice system.

Two protestors thought they’d spice things up by bringing loaded handguns. Instead of making their point, they now have to make bail.

#DHS #CBP #BorderPatrol #Chicago #Broadway #OpMidwayBlitz",13_1972732786055495680,video,,96
CBP,core,2025-09-29T20:20:35.000Z,1972758425483251937,https://x.com/CBP/status/1972758425483251937,https://x.com/ofoeac/status/1972757413854925298?s=46,OFOEAC,2025-09-29T20:16:34.000Z,1972757413854925298,https://x.com/OFOEAC/status/1972757413854925298,"Starting September 30, 2025, the fee for @CBP Form I-94 at land border ports of entry will be $30.
That’s: ✔️ $6 land border fee ✔️ $24 fee required under the One Big Beautiful Bill Act
Form I-94 shows proof of your admission or parole into the U.S.
➡️ https://go.dhs.gov/iPn https://t.co/PiaZLCLhan",3_1972757410532999168,photo,,8
CBP,core,2025-09-30T16:02:36.000Z,1973055891273363662,https://x.com/CBP/status/1973055891273363662,https://x.com/USBPChief/status/1970979107132338420,USBPChief,2025-09-24T22:30:12.000Z,1970979107132338420,https://x.com/USBPChief/status/1970979107132338420,"📣Introducing the Inadmissible Alien Apprehension Fee- a fee assessed for each apprehension of an amenable alien. Amenable aliens are:

 ▪️Any alien 14 years of age or older who illegally entered the United States without being inspected or admitted and is determined to be inadmissible.

 ▪️This fee can be issued to all aliens who illegally entered regardless of processing disposition, location of illegal entry, length of time present in the United States, or current immigration proceedings.

ONE BIG BEAUTIFUL BILL in effect.",3_1970979103915270144,photo,https://github.com/vidproject/x/releases/download/media-USBPChief/3_1970979103915270144.jpg,7
CBP,core,2025-11-17T18:42:20.000Z,1990490707950223849,https://x.com/CBP/status/1990490707950223849,https://x.com/dhsgov/status/1990429087131705775?s=46,DHSgov,2025-11-17T14:37:29.000Z,1990429087131705775,https://x.com/DHSgov/status/1990429087131705775,"Operation Charlotte’s Web is targeting criminal illegal aliens who have flocked to the Tar Heel State.

DHS law enforcement is surging to Charlotte to protect Americans and remove these public safety threats. There have been too many victims of criminal illegal aliens.

@POTUS Trump and @Sec_Noem will step up to protect Americans when sanctuary politicians won’t.

@TriciaOhio",13_1990429023399223296,video,https://github.com/vidproject/x/releases/download/media-DHSgov-0004/13_1990429023399223296.mp4,181
CBP,core,2025-11-17T20:12:02.000Z,1990513280394133894,https://x.com/CBP/status/1990513280394133894,https://x.com/ofoeac/status/1990510262684676532?s=46,OFOEAC,2025-11-17T20:00:03.000Z,1990510262684676532,https://x.com/OFOEAC/status/1990510262684676532,"CBP helps power the US economy by enforcing trade laws and ensuring fair competition. Working with @CBPTradeGov, OFO has implemented over 30 tariff-related executive orders, resulting in record-breaking tariff revenue collection, bolstering American prosperity. #OFOProud🇺🇸 https://t.co/bTUQnxNMm2",7_1990509133351526401,video,,1
CBP,core,2025-11-17T22:24:34.000Z,1990546630878134310,https://x.com/CBP/status/1990546630878134310,https://x.com/cbpamo/status/1990505726511296736?s=46,CBPAMO,2025-11-17T19:42:01.000Z,1990505726511296736,https://x.com/CBPAMO/status/1990505726511296736,"🚨RESCUE - On Nov. 15, Key Largo Marine Interdiction Agents aboard a Coastal Interceptor Vessel answered a critical distress call 6nm off Key Largo. A #SCUBA diver, unconscious after a dive tank malfunction at 100’+, needed urgent help. Agents sprang into action, delivering lifesaving care, reviving the diver, and rushing them to shore for EMS transport. Swift action saved a life— this is AMO’s dedication in action! #SavingLives #Rescue",3_1990502164582539265 3_1990502164599328768,photo photo,https://github.com/vidproject/x/releases/download/media-CBPAMO/3_1990502164582539265.jpg https://github.com/vidproject/x/releases/download/media-CBPAMO/3_1990502164599328768.jpg,4
CBP,core,2025-11-17T22:41:28.000Z,1990550886532153547,https://x.com/CBP/status/1990550886532153547,https://x.com/cbpamo/status/1990550359358489064?s=46,CBPAMO,2025-11-17T22:39:22.000Z,1990550359358489064,https://x.com/CBPAMO/status/1990550359358489064,"Today, we honor Marine Interdiction Agent Michael O. Maceda, who made the ultimate sacrifice in the line of duty on November 17, 2022. The 3rd annual Michael O. Maceda 5K celebrates his legacy of courage, dedication, and service. His memory inspires us all to strive for excellence and protect our communities. #NeverForgotten",13_1990550291796701184,video,https://github.com/vidproject/x/releases/download/media-CBPAMO/13_1990550291796701184.mp4,3
CBP,core,2025-11-18T15:58:03.000Z,1990811752297124146,https://x.com/CBP/status/1990811752297124146,https://x.com/cbpamo/status/1990810537274585413?s=46,CBPAMO,2025-11-18T15:53:14.000Z,1990810537274585413,https://x.com/CBPAMO/status/1990810537274585413,"⚠️ If you shine a laser at an AMO aircraft, you WILL be caught and prosecuted to the fullest extent of the law!

Meet 2 recent Oregon offenders who didn't get the memo 👇

🔴Brian Keith Kapileo Nepaial, 38, of Aloha, Oregon, was charged October 16, with pointing a laser at an AMO helicopter and possessing methamphetamine with the intent to distribute.

🔴Hector Miranda-Mendoza, 35, unlawfully living in Oregon, was charged October 3, with the felony offense of aiming a laser pointer at an aircraft.

⚠️Reminder: Aiming a laser at an aircraft is punishable by up to five years in federal prison and/or a fine of up to $250,000.",3_1990804690800685060,photo,https://github.com/vidproject/x/releases/download/media-CBPAMO/3_1990804690800685060.jpg,3
CBP,core,2025-11-19T21:45:12.000Z,1991261500942475320,https://x.com/CBP/status/1991261500942475320,https://x.com/cbpamo/status/1991235268704366988?s=46,CBPAMO,2025-11-19T20:00:58.000Z,1991235268704366988,https://x.com/CBPAMO/status/1991235268704366988,"🚨 Successful Maritime Interdiction Near San Clemente Island. 17 in Federal Custody! 🚨

Earlier this morning, Marine Interdiction Agents intercepted a maritime smuggling attempt near San Clemente Island after a U.S. Navy crew spotted a lights-out panga-style vessel traveling northbound in the waters near San Clemente Island. The San Diego Marine Unit swiftly deployed a marine crew, and intercepted the vessel at 2:40 a.m.

The vessel was found carrying 17 individuals, all of whom claimed Mexican citizenship. AMO agents apprehended the individuals and transferred them to San Clemente Border Patrol agents for further processing.

This operation highlights, if you try to enter illegally, you will be caught. You will be removed and you will never return.

#BorderSecurity",3_1991233742703116288 3_1991233742707310592,photo photo,https://github.com/vidproject/x/releases/download/media-CBPAMO/3_1991233742703116288.jpg https://github.com/vidproject/x/releases/download/media-CBPAMO/3_1991233742707310592.jpg,0
CBP,core,2025-11-24T14:47:39.000Z,1992968362209456168,https://x.com/CBP/status/1992968362209456168,https://x.com/usbpchief/status/1992941572799803641?s=46,USBPChief,2025-11-24T13:01:12.000Z,1992941572799803641,https://x.com/USBPChief/status/1992941572799803641,"MURDERER FROM HONDURAS ARRESTED IN MONTANA!

 Our National Targeting Center led USBP and partner agencies to the location of a Honduran national wanted for homicide. He was quickly arrested and processed for deportation. You can't escape your crimes here.

@usbpchiefhvm https://t.co/H0Z5xoMCXV",3_1992941566013460480,photo,,17
CBP,core,2025-11-24T16:15:13.000Z,1992990397740580915,https://x.com/CBP/status/1992990397740580915,https://x.com/CBPAMO/status/1991706462792630639,CBPAMO,2025-11-21T03:13:19.000Z,1991706462792630639,https://x.com/CBPAMO/status/1991706462792630639,"From sea to shining sea and everything in between, we are on patrol.  Use the CBP Home app today to voluntarily get out if you”re in the country illegally. Use it now, or you will be located and deported with no chance of return!

#OnPatrol. #BorderSecurity https://t.co/hs8QscGzok",13_1991706263898443776,video,https://github.com/vidproject/x/releases/download/media-CBPAMO/13_1991706263898443776.mp4,8
CBP,core,2025-11-24T19:59:44.000Z,1993046897766928786,https://x.com/CBP/status/1993046897766928786,https://x.com/dhsgov/status/1993043713883619542?s=46,DHSgov,2025-11-24T19:47:05.000Z,1993043713883619542,https://x.com/DHSgov/status/1993043713883619542,"This holiday season, give yourself the gift of home with the CBP Home app. https://t.co/PGE8ijvuhi",13_1993042971025915904,video,https://github.com/vidproject/x/releases/download/media-DHSgov-0004/13_1993042971025915904.mp4,129
CBP,core,2025-11-24T21:37:09.000Z,1993071416497816046,https://x.com/CBP/status/1993071416497816046,https://x.com/uscis/status/1993004366551208208?s=46,USCIS,2025-11-24T17:10:43.000Z,1993004366551208208,https://x.com/USCIS/status/1993004366551208208,"Under the direction of @Sec_Noem, @DHSgov is terminating the designation of Burma (Myanmar) for Temporary Protected Status (TPS). To learn more, visit: https://www.uscis.gov/newsroom/news-releases/dhs-terminating-temporary-protected-status-for-burma

Aliens are encouraged to use the @CBP Home app to report their departure from the U.S.: https://www.cbp.gov/about/mobile-apps-directory/cbphome",3_1993003584435175424,photo,https://github.com/vidproject/x/releases/download/media-USCIS/3_1993003584435175424.jpg,16
CBP,core,2025-11-24T23:55:12.000Z,1993106154466005091,https://x.com/CBP/status/1993106154466005091,https://x.com/cbpamo/status/1992987298091151469?s=46,CBPAMO,2025-11-24T16:02:54.000Z,1992987298091151469,https://x.com/CBPAMO/status/1992987298091151469,Fur Missiles fly free… #MondayMotivation #K9 https://t.co/ApH759GO2C,13_1992986541275099136,video,https://github.com/vidproject/x/releases/download/media-CBPAMO/13_1992986541275099136.mp4,7
CBP,core,2025-11-25T19:09:09.000Z,1993396559669539068,https://x.com/CBP/status/1993396559669539068,"Another day, another interesting agricultural bust.
https://x.com/ofoeac/status/1993394641735934021?s=46",OFOEAC,2025-11-25T19:01:32.000Z,1993394641735934021,https://x.com/OFOEAC/status/1993394641735934021,"Prohibited commercial animal products pose serious risks! @DFOFlorida Agriculture Specialists at @flyMCO intercepted horse semen &amp; used ultrasound equipment with U.S. citizen passengers arriving from Colombia. Semen was destroyed &amp; a $1,000 civil penalty was issued. #OFOProudus https://t.co/hkBzse8yEV",3_1993394638921572353,photo,,4
CBP,core,2025-11-25T20:00:52.000Z,1993409571734339657,https://x.com/CBP/status/1993409571734339657,https://x.com/CBPAMO/status/1991939675653808468,CBPAMO,2025-11-21T18:40:01.000Z,1991939675653808468,https://x.com/CBPAMO/status/1991939675653808468,"Do not attempt to enter the United States illegally… If you hear the Choppa it’s too late…You will be caught, prosecuted, and deported. No excuses and no exceptions. #BorderSecurity https://t.co/1vAQqLQWBm",13_1991939599552188416,video,https://github.com/vidproject/x/releases/download/media-CBPAMO/13_1991939599552188416.mp4,15
CBP,core,2025-11-27T17:04:45.000Z,1994090028281024570,https://x.com/CBP/status/1994090028281024570,https://x.com/dhsgov/status/1994081366359646259?s=46,DHSgov,2025-11-27T16:30:20.000Z,1994081366359646259,https://x.com/DHSgov/status/1994081366359646259,"Happy Thanksgiving, America. 🇺🇸 https://t.co/1v8kZ4x2fH",13_1994081276853211136,video,https://github.com/vidproject/x/releases/download/media-DHSgov/13_1994081276853211136.mp4,145
CBP,core,2026-01-09T18:14:24.000Z,2009690232963166658,https://x.com/CBP/status/2009690232963166658,https://x.com/CBPCommissioner/status/2009689887918772229?s=20,CBPCommissioner,2026-01-09T18:13:02.000Z,2009689887918772229,https://x.com/CBPCommissioner/status/2009689887918772229,"Yesterday in Portland, Border Patrol agents took decisive action to stop two dangerous Tren de Aragua–linked criminals who attempted to use a vehicle as a weapon against law enforcement.

Thanks to the courage and professionalism of our agents, some of the worst offenders—violent criminals who never should have been on American streets—were confronted and stopped. Border Patrol continues to hold the line and protect our communities.",3_2009689885188255744 3_2009689885234360321,photo photo,https://github.com/vidproject/x/releases/download/media-CBPCommissioner/3_2009689885188255744.jpg https://github.com/vidproject/x/releases/download/media-CBPCommissioner/3_2009689885234360321.jpg,2
CBP,core,2026-02-06T18:00:55.000Z,2019833701975097479,https://x.com/CBP/status/2019833701975097479,http://Careers.cbp.gov,CBPJobs,2026-02-06T18:00:11.000Z,2019833514691105066,https://x.com/CBPJobs/status/2019833514691105066,"From our border and ports of entry to miles of open ocean and sky, CBP safeguards the nation while you cheer on your favorite athletes during the Super Bowl.

Ready to join our mission? Your first step is joining our Talent Network: http://go.dhs.gov/ovs

#CBPCareers #SBLX https://t.co/EOeQ5joAjT",7_2019832437296013312,video,https://github.com/vidproject/x/releases/download/media-CBPJobs/7_2019832437296013312.mp4,3
CBP,core,2026-03-10T15:25:14.000Z,2031390933804069297,https://x.com/CBP/status/2031390933804069297,https://x.com/DHSgov/status/2031381095271325805?s=20,DHSgov,2026-03-10T14:46:09.000Z,2031381095271325805,https://x.com/DHSgov/status/2031381095271325805,"The passenger’s claims are blatantly FALSE.

Sunny Naqvi, arrived at O’Hare at 10:21 a.m. on March 5, 2026.  CBP officers referred her to Secondary, for additional inspection based on law enforcement checks and conducted a baggage exam. Ms. Naqvi departed CBP within 90 minutes of her arrival to the United States.

Ms. Naqvi was not taken into custody or transferred to ICE for detention.",,,,481
CBP,core,2026-03-11T16:51:58.000Z,2031775146202009703,https://x.com/CBP/status/2031775146202009703,https://x.com/dhsgov/status/2031769642088173727?s=46,DHSgov,2026-03-11T16:30:05.000Z,2031769642088173727,https://x.com/DHSgov/status/2031769642088173727,"FREE TICKET HOME!

Take advantage of the historic CBP Home deal we are offering TODAY: a $2,600 exit bonus and a FREE flight to your home country.

Sign up at http://DHS.GOV/CBPHOME https://t.co/jHekoeDwzf",3_2031769638598754304,photo,https://github.com/vidproject/x/releases/download/media-DHSgov/3_2031769638598754304.jpg,285
CBP,core,2026-03-11T20:02:00.000Z,2031822971745059147,https://x.com/CBP/status/2031822971745059147,https://x.com/usbpchief/status/2031822559554007516?s=46,USBPChief,2026-03-11T20:00:22.000Z,2031822559554007516,https://x.com/USBPChief/status/2031822559554007516,"Progress doesn’t pause. Border infrastructure improvements continue as part of a layered security strategy - strengthening barriers, expanding access, and enhancing operational control every day.
@USBPChiefRGV @DHSgov @CBP https://t.co/evMaggQisi",13_2031822479459827718,video,,6
CBP,core,2026-03-12T14:19:12.000Z,2032099088854880554,https://x.com/CBP/status/2032099088854880554,https://x.com/ofoeac/status/2031882909188079769?s=46,OFOEAC,2026-03-12T00:00:10.000Z,2031882909188079769,https://x.com/OFOEAC/status/2031882909188079769,"Experience the challenge of becoming a @CBP agriculture specialist searching for the Flighted Spongy Moth Egg Mass. Driven by the mission and using your keen eye and skills, you’ll defend America and our natural resources. Are you up for the challenge?
PLAY NOW ➡️➡️➡️
#OFOProud🇺🇸 https://t.co/NXEGbElfyd",7_2031881693343240193,video,https://github.com/vidproject/x/releases/download/media-OFOEAC-0002/7_2031881693343240193.mp4,1
CBP,core,2026-03-19T16:16:25.000Z,2034665302399607065,https://x.com/CBP/status/2034665302399607065,https://x.com/cbpamo/status/2034586827198251438?s=46,CBPAMO,2026-03-19T11:04:35.000Z,2034586827198251438,https://x.com/CBPAMO/status/2034586827198251438,"🚨DISABLING FIRE STOPS SMUGGLING ATTEMPT!

On March 11, at 11:45 p.m. EST, a Miami Marine Unit crew successfully interdicted a suspected smuggling vessel and apprehended 15 illegal aliens in a failed nighttime smuggling attempt off the coast of Miami.

The suspect vessel, was initially detected approximately 21 miles east of Miami-Dade County and traveling west toward shore. Miami Marine Unit agents successfully interdicted the vessel two miles off shore.

When Marine Interdiction Agents approached, the vessel fled. Despite law enforcement activating lights and sirens, the vessel continued to evade authorities. After the vessel failed to stop, agents first discharged warning rounds. When that did not work, disabling rounds were discharged into the engine, ultimately bringing the vessel to a halt.

Agents observed one adult male Bahamian operating the vessel and discovered 14 additional occupants onboard: four Dominican male adults, three Ecuadorian male adults, one Haitian male adult, one Haitian male minor, and five Haitian adult females.

A nearby Lauderdale Marine Unit vessel assisted in securing the scene and transporting all occupants to the U.S. Coast Guard Cutter (USCGC) William Flores for processing.

USCGC Flores’ crew returned 11 of the illegal aliens to their origin country, the Bahamas, on Sunday.

The other four illegal aliens were subsequently arrested by DHS’s Homeland Security Investigations (HSI) and charged by the U.S. Attorney’s Office, Southern District of Florida for their roles in the alien smuggling venture.  #BorderSecurity",3_2034579855635894272 3_2034579855787102208,photo photo,https://github.com/vidproject/x/releases/download/media-CBPAMO/3_2034579855635894272.jpg https://github.com/vidproject/x/releases/download/media-CBPAMO/3_2034579855787102208.jpg,7
CBP,core,2026-03-19T17:45:12.000Z,2034687647453442239,https://x.com/CBP/status/2034687647453442239,https://x.com/OFOEAC/status/2034072322244558874?s=20,OFOEAC,2026-03-18T01:00:07.000Z,2034072322244558874,https://x.com/OFOEAC/status/2034072322244558874,"A SENTRI member learned the cost of failing to declare. Member declared bread, juice &amp; cookies while passing through San Luis POE, but @DFOTucson CBP K9 Maveric found mangos, oranges, kiwi, &amp; guava in the vehicle. SENTRI membership revoked &amp; $500 penalty issued. #OFOProud🇺🇸 https://t.co/6X7xnwUOHj",7_2034071089366593536,video,https://github.com/vidproject/x/releases/download/media-OFOEAC/7_2034071089366593536.mp4,2
CBP,core,2026-03-30T13:57:56.000Z,2038616722039554269,https://x.com/CBP/status/2038616722039554269,https://x.com/usbpchief/status/2037952919333413352?s=46,USBPChief,2026-03-28T18:00:13.000Z,2037952919333413352,https://x.com/USBPChief/status/2037952919333413352,"Focused. Determined. On watch.
From then to now, U.S. Border Patrol agents have remained dedicated to securing our nation’s borders and protecting our communities. https://t.co/L7KZ82dW56",7_2037951666247413760,video,https://github.com/vidproject/x/releases/download/media-USBPChief/7_2037951666247413760.mp4,1
CBP,core,2026-04-01T17:11:43.000Z,2039390262959476964,https://x.com/CBP/status/2039390262959476964,https://x.com/ofoeac/status/2039372407417233503?s=46,OFOEAC,2026-04-01T16:00:46.000Z,2039372407417233503,https://x.com/OFOEAC/status/2039372407417233503,"Think you can smuggle animals into the US? Think again.
Last year, @DFOSanDiegoCA officers discovered parrots &amp; parakeets in bags in the car of Ricardo Alonzo. Last week, he was sentenced to 3 months in prison &amp; ordered to pay $3,262.
➡️ https://go.dhs.gov/iCf
#OFOProud🇺🇸 https://t.co/3ie0q5Hxcq",3_2039372405416529921,photo,https://github.com/vidproject/x/releases/download/media-OFOEAC/3_2039372405416529921.jpg,1
