media_id,tweet_id,handle,posted_at,tweet_url,content_type,genre_refs,like_count,retweet_count,engagement,notable_text,description
3_1991545933218144256,1991545937966354682,USDOL,2025-11-20,https://x.com/USDOL/status/1991545937966354682,statistic/slogan graphic,,5424,1120,6544,100% of job gains have gone to NATIVE-BORN WORKERS (tweet adds: AMERICANS FIRST),"Vertical Department of Labor slogan graphic combining a photo and large-type statistic. The top half is a color photograph of President Trump speaking into a microphone, shown from the chest up against a dark blue, softly bokeh-lit background; he wears a dark suit and light blue tie. The bottom half is a dark navy field carrying a very large white serif '100%' followed by an italic white serif line 'of job gains have gone to' and, in a bold white sans-serif on a blue highlight bar, 'NATIVE-BORN WORKERS.' A small white DOL eagle emblem is centered at the very bottom. The accompanying tweet text includes 'AMERICANS FIRST'."
3_2000943264887701507,2000943343979913471,WhiteHouse,2025-12-16,https://x.com/WhiteHouse/status/2000943343979913471,infographic / statistics card,,5048,1272,6320,"'NOVEMBER JOBS REPORT'; '+121,000'; 'PRIVATE JOB GROWTH SINCE SEPTEMBER 100% AMONG AMERICANS, NOT ILLEGALS'; 'The WHITE HOUSE'.","Designed White House graphic ('November Jobs Report'). The background is a full-bleed photograph of President Donald Trump in a navy blue suit and red tie, standing and clapping on a factory or steel-mill floor; behind him is a crowd of people wearing orange high-visibility jackets and hard hats, with signs partly reading 'AGE' and 'AMERICA', and large rolls of steel and yellow machinery visible. Trump is lit at center against the dark setting. Across the top, a white serif all-caps headline reads 'NOVEMBER JOBS REPORT'. Near the bottom a large bright green rectangle holds a white sans-serif statistic '+121,000', and beneath it white all-caps text reads 'PRIVATE JOB GROWTH SINCE SEPTEMBER / 100% AMONG AMERICANS, NOT ILLEGALS'. At the bottom is the White House line-drawing emblem with the caption 'The WHITE HOUSE'."
3_2005277719370604544,2005277722231156978,ICEgov,2025-12-28,https://x.com/ICEgov/status/2005277722231156978,slogan graphic,,4856,1443,6299,'IT'S TIME TO GET RIGHT WITH THE LAW'; 'ICE.gov/IMAGE'; 'ICE',"ICE graphic. The background is a photograph of a commercial restaurant kitchen where two workers in pale-blue caps, white t-shirts, aprons, and food-prep gloves cook at a stainless-steel range; the foreground worker (a woman) tends a frying pan among steaming pots, with a second worker behind her. Over the dark left side of the image is large distressed stencil typography: 'IT'S TIME TO' in white, then 'GET RIGHT' and 'WITH THE' and a very large 'LAW' in bold yellow weathered lettering. Bottom-left in white reads the URL 'ICE.gov/IMAGE'. Bottom-right shows the gray DHS Department of Homeland Security seal above the white 'ICE' wordmark."
3_2003661513622474752,2003661993262350552,ICEgov,2025-12-24,https://x.com/ICEgov/status/2003661993262350552,holiday meme card / self-deport promo,nostalgic Christmas illustration (Thomas Kinkade-style 'cozy Americana'); AI-generated art,5429,854,6283,"this and deporting criminal illegal aliens (tweet: Avoid the deportation flight this Christmas - go home comfortably with $3,000 for your family. Download the CBP Home app today!)","A Christmas-themed graphic in a painted or AI-illustrated style. The nighttime winter scene shows a snow-covered two-story red-brick colonial house with glowing yellow windows, a wreath on the front door, and falling snow. On the steep roof, two men in jackets are stringing a strand of multicolored Christmas lights along the eaves, with a tall ladder leaning up to them and a few more figures standing in the snowy yard below. Across the middle of the image, in a thin white serif font, is the on-image caption: 'this and deporting criminal illegal aliens'. The tweet text reads 'Avoid the deportation flight this Christmas - go home comfortably with $3,000 for your family. Download the CBP Home app today!'."
3_1994841431584755712,1994841467345670569,USDOL,2025-11-29,https://x.com/USDOL/status/1994841467345670569,infographic (bar chart),,4600,1368,5968,"THE BIDEN JOB MARKET | Change in Employment Level August 2023-2024 | NATIVE-BORN WORKERS: -1,319,000 | FOREIGN-BORN WORKERS: +1,240,000","Statistics card on a white background from the Department of Labor. At the top, a bold navy serif all-caps underlined headline reads 'THE BIDEN JOB MARKET,' with an italic subheading 'Change in Employment Level August 2023-2024.' The center holds an embedded FRED (Federal Reserve Bank of St. Louis) bar chart with a legend: light-blue bars 'Employment Level - Native Born' and gray bars 'Employment Level - Foreign Born,' plotted month by month from Aug 2023 to Aug 2024, with the native-born bars frequently below the zero line and the foreign-born bars above it. The source line reads 'Source: U.S. Bureau of Labor Statistics via FRED. Shaded areas indicate U.S. recessions' and 'fred.stlouisfed.org.' Below the chart, two large summary lines read: 'NATIVE-BORN WORKERS: -1,319,000' and 'FOREIGN-BORN WORKERS: +1,240,000' (the figures in blue serif). A small attribution at the bottom reads 'Sources: BLS, Federal Reserve Bank, Fox News.' The tweet text reads 'While foreign-born labor made GAINS under Biden, native-born Americans LOST jobs.'"
3_2003216111920185344,2003216115938243041,USDOL,2025-12-22,https://x.com/USDOL/status/2003216115938243041,infographic (line chart),,4605,1217,5822,AMERICANS FIRST. | Total Native-Born Employment Level | Biden Administration / Trump Administration (so far) | Inauguration | THE WHITE HOUSE,"Graphic with White House branding. The top portion is a darkened photograph of President Donald Trump in a dark navy suit, white turtleneck or shirt and red tie with an American flag pin, pointing toward the viewer, mouth closed, against a dim interior with warm overhead lights and a large skeleton (an interior resembling a museum). Centered below in large bold white serif all caps is the text 'AMERICANS FIRST.' Beneath that is a white panel containing a line chart titled 'Total Native-Born Employment Level' with a legend labeling 'Biden Administration' (blue line) and 'Trump Administration (so far)' (red line). The x-axis runs Nov. 2023 through Nov. 2025 with a dashed vertical line labeled 'Inauguration'; the y-axis is total employment in thousands (129,000 to 134,000). The blue line segment is flat to declining; the red line segment rises after the inauguration mark. A dark footer bar reads 'THE WHITE HOUSE WASHINGTON' with the round White House seal below. The tweet text reads 'The Biden administration CRUSHED the American Dream for American-born Workers... we're reversing this trend.'"
3_2044853412831936512,2044853856123727916,WhiteHouse,2026-04-16,https://x.com/WhiteHouse/status/2044853856123727916,poster,,4395,1314,5709,"Immigrant Naturalized Under Biden Murders Three People, Includng DHS Employee | Innocent American & DHS Employee Lauren Bullis | The WHITE HOUSE","A graphic in a portrait card format from the White House account. The dominant visual is a large desaturated grayscale booking-style photo of a young Black man with short hair and a short beard, looking at the camera against a plain gray background, filling the left two-thirds of the frame. Inset at upper right is a rounded-corner color photo of a smiling white woman wearing sunglasses, a gray fleece jacket marked 'FLETC' and a backpack, standing on a mountain overlook; a caption overlaid on that inset reads 'Innocent American & DHS Employee Lauren Bullis.' Across the bottom third, a bold white sans-serif headline (with the words 'Naturalized Under' inside a red box) reads: 'Immigrant Naturalized Under Biden Murders Three People, Includng DHS Employee' (the word 'Including' is spelled 'Includng'). Beneath the headline is the White House wordmark with its small engraved building icon: 'The WHITE HOUSE.' The accompanying tweet reads 'THIS IS OUR WHY.'"
3_1978571315603730432,1978571319424729416,USDOL,2025-10-15,https://x.com/USDOL/status/1978571319424729416,infographic / news-quote card,,4612,1006,5618,Americans FIRST! | THE NATIONAL LAW REVIEW | Project Firewall is the most aggressive H-1B enforcement initiative in more than a decade,"Designed Department of Labor card. The top half is a darkened, desaturated photograph of President Donald Trump outdoors (a blurred White House colonnade behind) wearing a navy blazer over a light blue shirt with an American-flag lapel pin, his right fist raised in the air. Centered below the photo in large white serif type is the text 'Americans FIRST!' (with 'Americans' in italic and 'FIRST!' in bold). Beneath that is a white rounded panel headed by the masthead 'THE NATIONAL LAW REVIEW' followed by black serif body text: 'Project Firewall is the most aggressive H-1B enforcement initiative in more than a decade:' followed by three bullet points: (1) 'It enables ""secretary-certified investigations,"" giving the secretary of labor authority to personally initiate high-priority employer audits.' (2) 'The initiative expands interagency data sharing between DOL, Department of Homeland Security, and Department of State to create a more unified enforcement network.' (3) 'Early indications show targeted audits of employers with patterns of offsite placement, wage-level discrepancies, or unusually high H-1B ratios.'"
3_1891974028857884672,1891974087687217197,ICEgov,2025-02-18,https://x.com/ICEgov/status/1891974087687217197,enforcement-action photo with agency branding overlay,,4684,651,5335,S.A.F.E. | ICE | LEARN MORE | ICE.gov/newsroom,"Photograph of an ICE removal operation branded with agency graphics into a card. The photograph, shot on an airport tarmac under a blue sky, shows a young man in a gray t-shirt and dark jacket standing facing the camera, flanked from behind by two officers wearing high-visibility orange safety vests: the left vest reads 'S.A.F.E.' and the right vest reads 'ICE', with a marker '4' on a wall behind. In the lower-left corner are the gray U.S. Department of Homeland Security seal, the white 'ICE' wordmark, a blue 'LEARN MORE' button, and the URL 'ICE.gov/newsroom' in white. The officers' faces are turned away. Tweet text: 'This Salvadoran fugitive - wanted for aggravated homicide and terrorist organization - no longer threatens Americans. We finally removed him.'"
3_1995553715130957824,1995553719149035925,USDOL,2025-12-01,https://x.com/USDOL/status/1995553719149035925,slogan graphic with article quote card,,4039,1081,5120,America FIRST! | THE NATIONAL LAW REVIEW | DOL ... partnership with the EEOC under Project Firewall to intensify enforcement against ... hiring practices that disadvantage American workers,"Department of Labor card in portrait format combining a photograph, a slogan, and an embedded text panel. The top half is a photograph of President Donald Trump in a dark suit and red tie speaking into a microphone at a podium, in front of a rippling American flag with red and white stripes; the photo fades into a dark navy background. Overlaid in large serif type is the text 'America FIRST!' with the word 'FIRST!' in heavy bold capitals. The bottom half is a white rounded text panel headed with the masthead 'THE NATIONAL LAW REVIEW', containing two paragraphs of serif body text stating that the DOL announced a partnership with the EEOC under 'Project Firewall' to increase enforcement against employers engaging in unlawful national-origin discrimination and hiring practices that disadvantage American workers, and noting data sharing and coordinated guidance regarding hiring that may prefer nonimmigrant visa holders (such as H-1B) over U.S. workers."
3_1972467359957823488,1972467362537394253,ICEgov,2025-09-29,https://x.com/ICEgov/status/1972467362537394253,stylized mugshot card / rogues-gallery card,Polaroid snapshot scrapbook aesthetic,4665,0,4665,MS-13 Terrorists | WILSON CONSTANZA-GALDAMEZ | EDIS OMAR VALENZUELA RODRIGUEZ | JONATHAN JOSUE PESQUERA-PUERTO | LEARN MORE ICE.gov/newsroom,"ICE card on a textured dark-blue denim background. Three booking photos of young men are presented as tilted white-bordered Polaroid-style snapshots across the frame, each captioned in a handwritten-style font with a name: 'WILSON CONSTANZA-GALDAMEZ' (lower left), 'EDIS OMAR VALENZUELA RODRIGUEZ' (upper right, in an orange jail uniform), and 'JONATHAN JOSUE PESQUERA-PUERTO' (lower right). In the upper-left corner a bold red, outlined, slightly 3D headline reads 'MS-13 Terrorists.' The lower-left corner carries the white DHS seal, the 'ICE' wordmark, a red 'LEARN MORE' bar, and the URL 'ICE.gov/newsroom.'"
3_1970892981738618880,1970892987321491708,USDOL,2025-09-24,https://x.com/USDOL/status/1970892987321491708,slogan graphic + article quote card,,3887,744,4631,"Ensuring American Jobs Go To AMERICAN WORKERS! | The Washington Post | Labor Department's enforcement initiative, dubbed Project Firewall ... proactively investigate employers ... foreign worker pay and working conditions","Department of Labor card in portrait format pairing a photo with an embedded news excerpt. The top is a photograph of President Donald Trump in a dark suit and red tie descending the stairs of the blue-and-white presidential aircraft (Air Force One) with his right fist raised. Overlaid in serif type is the text 'Ensuring American Jobs Go To AMERICAN WORKERS!' ('AMERICAN WORKERS!' in large heavy caps). The lower half is a white rounded panel headed by the masthead 'The Washington Post,' with serif body text stating that the Labor Department's initiative 'Project Firewall' is described by experts as the first federal attempt to proactively enforce the H-1B visa program since 1990, that the DOL would investigate employers to ensure foreign-worker pay and conditions meet legal standards, and that companies could face penalties including back wages, civil fines, or being blocked from the program."
3_1908874650110615552,1908874836417364302,DHSgov,2025-04-06,https://x.com/DHSgov/status/1908874836417364302,infographic,news-headline collage / 'media validation' montage,3747,813,4560,"WINNING; CBP releases March border crossing numbers, marking lowest to date ever recorded; Number of Unaccompanied Alien Children Arriving at Border Hits Record Low Under Trump; The Self-Deporters; Trump administration has arrested 113K migrants, deported over 100K since taking office","A quad-panel headline collage from DHS in red, white, and blue, captioned in the tweet 'WINNING'. The graphic is a 2x2 grid, each quadrant carrying the masthead or logo of a news outlet over a faint photo, with phrases highlighted in yellow. Top left: 'FOX NEWS' over a border-patrol vehicle photo, headline 'CBP releases March border crossing numbers, marking lowest to date ever recorded'. Top right: 'THE DAILY SIGNAL' over a border-wall photo, headline 'EXCLUSIVE: Number of Unaccompanied Alien Children Arriving at Border Hits Record Low Under Trump'. Bottom left: 'The New York Times' headline 'The Self-Deporters: Our immigration correspondent has found a surprising trend'. Bottom right: 'NEW YORK POST' headline 'Trump administration has arrested 113K migrants, deported over 100K since taking office'. A blue footer bar carries the circular DHS seal."
3_1961089410289504256,1961089499020374526,ICEgov,2025-08-28,https://x.com/ICEgov/status/1961089499020374526,news-quote card + mugshot/arrest grid,,4480,0,4480,"Washington Examiner | DHS and ICE deserve praise for arresting 5,000 illegal migrants in Los Angeles | By Christopher Tremoglie, August 27, 2025","Composite card on an off-white paper-textured background. At the top is the 'Washington Examiner' masthead (with its eagle and flag emblem) followed by a bold black serif headline: 'DHS and ICE deserve praise for arresting 5,000 illegal migrants in Los Angeles,' with byline 'By Christopher Tremoglie, August 27, 2025 12:58 pm.' Below the headline is a 3-row by 4-column grid of twelve photographs of people: a mix of booking photos and arrest photos (several show people handcuffed beside officers in 'POLICE/ICE' tactical vests, one in a transport van, one against a wall with a posted 'NO LOITERING / NO TRESPASSING' sign). The men and women shown are of varied ages and ethnicities. Tweet text: '5,000 illegal aliens detained in Los Angeles. The worst of the worst taken out of our neighborhoods: cartel members, rapists, pedophiles, murderers, drug dealers and more.'"
3_2009631345341857795,2009631348563026176,USDOL,2026-01-09,https://x.com/USDOL/status/2009631348563026176,poster,,3487,905,4392,100% of net job growth has gone to AMERICAN-BORN WORKERS,"Poster from the Department of Labor with a dark navy-to-black gradient background. The top two-thirds show a desaturated, blue-tinted black-and-white photograph of Donald Trump in a suit, eyes closed and smiling, hands together mid-applause, lit against the dark backdrop. Across the lower half, in large white serif numerals, is '100%' followed by italic serif text 'of net job growth has gone to' and, in a solid blue bar, bold all-caps text 'AMERICAN-BORN WORKERS'. A small white DOL eagle seal is centered at the bottom."
3_1884663403123281920,1884663404721209598,ICEgov,2025-01-29,https://x.com/ICEgov/status/1884663404721209598,stylized mugshot card,law-enforcement 'rogues gallery' / arrest-card format,3803,478,4281,"ARRESTED AND PENDING REMOVAL; 1/26/2025 | Dallas, Texas; Jeering Alcides Godoy Linares; CRIMES: Assault, Evading arrest; DALLAS; ICE","Square, high-contrast black-and-white arrest card from ICE. The background is a tightly cropped grayscale photograph of a pair of handcuffed hands wrapped in chains. Overlaid typography in the upper left, in pale cyan all-caps sans-serif, reads 'ARRESTED AND PENDING REMOVAL', with a smaller white subhead '1/26/2025 | Dallas, Texas'. Below, in large white type, the name is stacked across four lines: 'Jeering Alcides Godoy Linares'. Beneath that a white label 'CRIMES:' is followed by a bulleted list: 'Assault' and 'Evading arrest'. The circular Department of Homeland Security seal and the white 'ICE' wordmark are at the bottom left. A red diagonal banner in the lower-right corner reads 'DALLAS' in white."
3_1950524553622421504,1950527654337151287,ICEgov,2025-07-30,https://x.com/ICEgov/status/1950527654337151287,recruitment poster,Stylized social-media post screenshot,3488,777,4265,Our Brave ICE Law Enforcement Agents are getting the WORST of the WORST Criminals out of our Country; MAKE AMERICA SAFE AGAIN. Join ICE now; America Needs You | ICE; join.ice.gov,"Designed recruitment graphic formatted as a screenshot of a Truth Social / X post by Donald Trump. On a white background, the top shows a profile row with a circular American-flag-overlaid avatar, the name 'Donald J. Trump' with a magenta verified checkmark and a dark Truth Social badge, and the handle '@realDonaldTrump'. The post body in large black text reads: 'Our Brave ICE Law Enforcement Agents are getting the WORST of the WORST Criminals out of our Country: Terrorists, pedophiles, MS-13 gang members, murderers, rapists, drug and human traffickers. They're getting these SLEAZEBAGS, the SCUM of the Earth that Crooked Joe Biden let in, OUT OF HERE, and getting them out, FAST. We need MORE courageous men and women to, MAKE AMERICA SAFE AGAIN. Join ICE now. We will take GREAT care of you, just like you take care of us!' followed by the blue link 'join.ice.gov/'. Below is a rendered link-preview card: 'join.ice.gov / America Needs You | ICE / America Needs You. We're recruiting.'"
3_1971625104342654976,1971625112496717830,USDOL,2025-09-26,https://x.com/USDOL/status/1971625112496717830,infographic,news-article quote card / 'media validation' montage,3595,617,4212,"THE GOLDEN AGE; AMERICA; Enforcing THE LAW!; Bloomberg Law; 'Project Firewall' by Labor Secretary Lori Chavez-DeRemer; companies like Amazon, Microsoft, Wal-Mart, and Meta expected to see new compliance investigations","Vertical graphic. The top half is a photograph of President Trump in a navy suit and red tie, clapping, on a stage inside a steel mill or industrial facility (coils of steel and an overhead crane visible at right); behind him is a crowd of workers in orange high-visibility gear and hard hats, and large blue banners read 'THE GOLDEN AGE' and 'AMERICA'. Across the middle, in a mix of italic serif and bold serif white type, is the text 'Enforcing THE LAW!'. The lower half is a white inset panel reproducing a 'Bloomberg Law' article excerpt (the Bloomberg Law logo shown as a black tab): the text states the US Labor Department is enforcing temporary-worker rules as the Trump administration raises fees and oversight for employers of visa holders, putting companies on notice to comply or risk being blocked; that attorneys say the initiative, dubbed 'Project Firewall' by Labor Secretary Lori Chavez-DeRemer, marks a posture change for the DOL and other agencies in the immigration ecosystem; and that companies using the H-1B program to recruit foreign workers, such as Amazon, Microsoft, Wal-Mart, and Meta, are expected to see new compliance investigations, with rulebreakers facing fines and disbarment from the specialty-occupation visa program."
3_1916856379324715008,1916857263056207890,DHSgov,2025-04-28,https://x.com/DHSgov/status/1916857263056207890,infographic,,3240,971,4211,"MESSAGE TO ILLEGAL ALIENS: A WARNING TO SELF-DEPORT. Benefits: Self-deportation is safe... Keep money earned in the U.S... Future opportunity for legal immigration... Possible Flights Home... Consequences: Immediate deportation... Fines and penalties. A fine of $998 per day... A fine of $1,000 - $5,000... Possible imprisonment... Barred from returning.","Two-panel red, white, and blue DHS infographic. The top header band is blue with bold white text: 'MESSAGE TO ILLEGAL ALIENS:' in a smaller line over 'A WARNING TO SELF-DEPORT' in large type. The upper blue section, headed 'Benefits:', shows a photograph of a hand holding a smartphone displaying the CBP Home app screen, titled 'Departing Traveler' with a map of the U.S. and menu items 'Verify Departure', 'View My Departure', and 'Submit Intent To Depart'. The listed items in white text: 'Self-deportation is safe. Leave on your own terms by picking your departure flight.'; 'Keep money earned in the U.S. If you self-deport as a non-criminal illegal alien.'; 'Future opportunity for legal immigration. If you self-deport using CBP Home instead of being deported by ICE.'; 'Possible Flights Home. You may be eligible to a subsidized flight if you cannot afford to leave.' The lower section has a dark-red background, headed 'Consequences:', listing: 'Immediate deportation. You will be apprehended by DHS with no opportunity to get your affairs in order beforehand.'; 'Fines and penalties. A fine of $998 per day if you received a final order of removal and stayed.'; 'A fine of $1,000 - $5,000 if you fail to self-deport after claiming that you will.'; 'Possible imprisonment. If you fail to self-deport, you may be subject to jail time.'; 'Barred from returning. Prohibited from reentering the U.S. through the legal immigration system.' The circular blue DHS seal appears at bottom-right."
3_1973093367165657088,1973093369900409262,DHSgov,2025-09-30,https://x.com/DHSgov/status/1973093369900409262,poster,Vintage WWI/WWII-era Americanization poster,3557,639,4196,Remember Your First Thrill of AMERICAN LIBERTY; SAFEGUARD AMERICANISM; USCIS.GOV/JOIN,"A reproduction of an early-20th-century color illustration. The painterly image shows a crowd of people in old-fashioned coats, shawls and hats gathered on the deck of a steamship arriving in New York harbor, with the Statue of Liberty in the misty background and a lifeboat at upper right. The scene is in muted period tones (browns, reds, blues, cream sky). Bold display text at the top, in red, reads 'Remember Your First Thrill of AMERICAN LIBERTY'. A cream banner across the bottom carries, in large blue and red letters, 'SAFEGUARD AMERICANISM' and below it 'USCIS.GOV/JOIN'. The tweet text reads 'Decide what our nation will become.'"
3_1978150740322299904,1978150744965468621,USDOL,2025-10-14,https://x.com/USDOL/status/1978150744965468621,news article card,Styled news-article screenshot,3343,703,4046,Blaze media; POLITICS; Project Firewall: DOL targets visa sponsors in unprecedented H-1B enforcement crackdown,"Graphic formatted as a reproduction of a Blaze Media online news article, on a cream background. At the top is the black 'Blaze media' logo with its flame mark. Below it is the article's photo: a woman in glasses and a cream blazer seated at a table speaking into a microphone, with the U.S. flag and another flag behind her and a name placard in front. The photo credit reads 'Photo by Anna Moneymaker/Getty Images'. A red section label 'POLITICS' sits beneath, followed by the large black serif headline 'Project Firewall: DOL targets visa sponsors in unprecedented H-1B enforcement crackdown'."
3_2008958931477942273,2008958936750412131,USDOL,2026-01-07,https://x.com/USDOL/status/2008958936750412131,poster,Statue of Liberty patriotic imagery,3136,895,4031,AMERICANISM WILL PREVAIL,"Poster with a tight, low-angle close-up photograph of the Statue of Liberty's head and crown against a deep blue sky. The image is color-graded with a desaturated cool blue cast over the green-grey copper face, while the crown's spikes are tinted vivid red. The statue's face is shown in three-quarter profile looking upward and outward. A small circular Department seal sits centered near the bottom. Across the bottom in large white serif capitals with a subtle glow is the slogan 'AMERICANISM WILL PREVAIL'. There is no other text on the image."
3_1986848000157605888,1986848005245358161,USDOL,2025-11-07,https://x.com/USDOL/status/1986848005245358161,slogan graphic,Fox News chyron / news-screenshot card,3170,710,3880,Americans FIRST! FOX NEWS - The Department of Labor revealed it has launched at least 175 ongoing investigations targeting potential abuses within the H-1B visa program... The DOL launched Project Firewall in September...,"Department of Labor slogan graphic combining a photo of Donald Trump with a quoted news excerpt. The background is a darkened photograph of Trump from the chest up against a blurred blue backdrop; he wears a dark navy suit, white shirt, red tie and an American-flag lapel pin, looking off to the side with one hand raised mid-gesture. Overlaid across the lower-middle in a large mixed serif font is the text 'Americans FIRST!' (the word 'Americans' in italic, 'FIRST!' in bold roman). Below sits a white rounded rectangle box topped by the dark-blue 'FOX NEWS' logo, containing a news excerpt in black serif: 'The Department of Labor revealed it has launched at least 175 ongoing investigations targeting potential abuses within the H-1B visa program as part of its mission to protect American jobs and ensure only necessary foreign workers are employed in the U.S. The DOL launched Project Firewall in September to ensure that employers prioritize qualified Americans for job positions and do not abuse the H1B visa program, which allows U.S. companies to hire foreign workers in specialty occupations.'"
3_1949930423363960832,1949930426564272283,ICEgov,2025-07-28,https://x.com/ICEgov/status/1949930426564272283,recruitment poster,Lady Justice / Themis iconography,2917,944,3861,U.S. Immigration and Customs Enforcement. ICE.gov/LegalCareers. Not a career. A calling.,"ICE legal-careers recruitment poster. The image is a golden-toned photograph of a bronze Lady Justice statue (blindfolded, holding aloft a set of balance scales) standing in a sunlit interior with blurred shelves and light beams behind her. In the upper-left corner is the U.S. Department of Homeland Security seal beside the wordmark 'U.S. Immigration and Customs Enforcement' and the URL 'ICE.gov/LegalCareers' in dark blue. Across the lower-left in a serif font, white text reads 'Not a career.' followed by a larger, bolder 'A calling.' The tweet text includes 'hiring bonuses up to $50,000' and 'six-figure salary.'"
3_2005798551863848960,2005799064621965493,USDOL,2025-12-30,https://x.com/USDOL/status/2005799064621965493,infographic,,2904,933,3837,Total Native-Born Employment Level. Biden Administration. Trump Administration (so far). Inauguration. THE WHITE HOUSE WASHINGTON,"White House line chart on a white background. The serif title reads 'Total Native-Born Employment Level' (with 'Employment Level' in italic). A two-item legend uses a navy dot for 'Biden Administration' and a red dot for 'Trump Administration (so far)'. The y-axis is labeled 'Total employment (thousands)' running roughly 129,000 to 134,000; the x-axis spans Nov. 2023 through Nov. 2025 in three-month increments. A dashed vertical gridline near Jan/Feb 2025 is labeled 'Inauguration'. The line is navy for the Biden-era portion (showing a dip and roughly flat values around 130,000-132,000) and switches to red after inauguration, rising to about 133,000 by late 2025. A dark navy footer bar carries 'THE WHITE HOUSE / WASHINGTON'. This is the first of two chart images in the same tweet; the tweet text refers to foreign-born workers and net job growth in 2024."
3_2026070877062737920,2026070883316408443,ICEgov,2026-02-23,https://x.com/ICEgov/status/2026070883316408443,stylized mugshot card,,2867,963,3830,MEXICO; MURDER; ICE in DOVER DELAWARE,"Graphic on a black background with a faint dark topographic-contour texture. At the top, a small red double-chevron icon precedes the white bold word 'MEXICO'. Centered is a framed booking-style photograph of a middle-aged man with graying hair, a mustache and a short goatee, photographed against a gray wall. Across the lower portion of the photo is a bold bright-red banner with a drop-shadow tab containing the single white all-caps word 'MURDER'. At the bottom is the DHS/ICE seal next to the white 'ICE' wordmark, followed by an italic 'in' and the location 'DOVER DELAWARE'. The palette is high-contrast and dark with condensed sans-serif type. Per the tweet, the man is Rodrigo Mauricio Lopez-Garcia, a Mexican national sentenced to 60 years (suspended to 15) for second-degree murder and weapon possession after re-entering the U.S. following prior removals."
3_1987623886641324032,1987623891074773079,USDOL,2025-11-09,https://x.com/USDOL/status/1987623891074773079,graphic,news-headline montage / chyron card,2980,752,3732,American Workers FIRST! THE WESTERN JOURNAL: Trump Admin Launches 175 H-1B Visa Abuse Investigations in 'Project Firewall'. Blaze media: Project Firewall: DOL targets visa sponsors in unprecedented H-1B enforcement crackdown. FOX NEWS: Trump admin reveals over 100 investigations into H-1B abuses as it pledges 'every resource' to protect US jobs.,"Designed Department of Labor graphic on a black-to-navy gradient background. The upper portion is a dark portrait photograph of Donald Trump (chest-up, dark navy suit, white shirt, red tie, flag lapel pin), lit against shadow. Across the middle in a mixed serif font is the text 'American Workers FIRST!' ('American Workers' in italic, 'FIRST!' in bold roman). Below are three torn-paper headline cards, each topped by an outlet logo banner and a headline in black serif: THE WESTERN JOURNAL (tagline 'Equipping Readers with the Truth'), 'Trump Admin Launches 175 H-1B Visa Abuse Investigations in \'Project Firewall\''; Blaze Media, 'Project Firewall: DOL targets visa sponsors in unprecedented H-1B enforcement crackdown'; and a larger FOX NEWS card (blue banner), 'Trump admin reveals over 100 investigations into H-1B abuses as it pledges \'every resource\' to protect US jobs'."
3_2009695456243097600,2009695460647227753,USDOL,2026-01-09,https://x.com/USDOL/status/2009695460647227753,poster with infographic,,2731,884,3615,AMERICANS FIRST; Total Native-Born Employment Level; Biden Administration vs Trump Administration (so far); Inauguration; THE WHITE HOUSE,"A White House-branded graphic in portrait format with a dark palette. The upper half is a desaturated photo of Trump standing in an ornate gilded room wearing a dark navy suit, light blue shirt, red tie and an American flag lapel pin. Centered in very large white serif all-caps is the slogan 'AMERICANS FIRST'. The lower half is an embedded line-chart card on a light background titled 'Total Native-Born Employment Level', with a legend distinguishing 'Biden Administration' (blue line) and 'Trump Administration (so far)' (red line). The x-axis runs Nov. 2023 through Nov. 2025, the y-axis 'Total employment (thousands)' from 129,000 to 134,000; a dashed vertical line labeled 'Inauguration' marks the transition, with the blue Biden line flat and the red Trump line rising afterward. The card is footed with 'THE WHITE HOUSE' and the seal appears at the very bottom."
3_1917993982799273984,1917993986469322881,USCIS,2025-05-01,https://x.com/USCIS/status/1917993986469322881,slogan graphic,,3074,532,3606,"Green cards and visas are a privilege, not a right.","A USCIS slogan graphic on a pale blue gradient background watermarked with a faint large 'DEPARTMENT OF ... HOMELAND ...' seal and wreath behind the text. The headline, set in a heavy dark-navy serif font at upper left, reads: 'Green cards and visas are a privilege, not a right.' with the word 'privilege' in bold italic and underlined with a hand-drawn red swoosh. Below the headline are two overlapping specimen identity documents shown as photographs: a U.S. 'PERMANENT RESIDENT' green card (sample bearing name 'TEST V SPECIMEN', USCIS# 000-000-310, Category IR1, Country of Birth Bahamas, Date of Birth 17 AUG 1958, with a Statue of Liberty and flag background and a sample headshot of a man) and a U.S. 'IMMIGRANT VISA' (Issuing Post US Consulate General London, surname TRAVELER, given name HAPPYPERSON, Category IR1, with a sample headshot of a woman and a machine-readable zone reading 'VIUSATRAVELER<<HAPPYPERSON<<...'). The tweet states that 'rigorous security vetting does not end' and that lawbreakers will 'lose your privileges.'"
